origem,destino,vezes_que_repetiu,ano
Castro,Cassiano,5,
Castro,Aragão,5,
Castro,Correia,5,
Castro,Almeida,5,
Vieira,Machado,5,2022.0
das Neves,da Mota,5,2022.0
Castro,Jesus,5,
Castro,Leão,5,
Castro,Macedo,5,
Peixoto,da Costa,5,
Castro,Abreu,5,
Castro,da Cunha,5,
Castro,da Rosa,5,
Cavalcante,da Conceição,5,
Cavalcante,Abreu,5,
Cassiano,Moura,5,
Cassiano,Mendonça,5,
Cavalcante,Monteiro,5,
Cavalcante,Novaes,5,
Cavalcante,Novais,5,
Viana,Pinto,5,2022.0
Cavalcante,Pacheco,5,
Cassiano,Macedo,5,
Pereira,Alves,5,
Cavalcante,Santos,5,
Vieira,Rezende,5,2022.0
Viana,Moraes,5,2022.0
Peixoto,Rocha,5,
Cavalcante,Sá,5,
Viana,Montenegro,5,2022.0
Cavalcante,Lopes,5,
Viana,Sampaio,5,2022.0
Cassiano,Nogueira,5,
Cavalcante,Camargo,5,
Cavalcante,Almeida,5,
Viana,da Rosa,5,2022.0
Viana,da Rocha,5,2022.0
Viana,da Paz,5,2022.0
Vieira,Novais,5,2022.0
Cassiano,Pinto,5,
Viana,da Cruz,5,2022.0
Viana,Silveira,5,2022.0
Viana,Viana,5,2022.0
Cavalcante,Cirino,5,
Viana,Sá,5,2022.0
Cassiano,Novais,5,
Viana,Souza,5,2022.0
Peixoto,Silva,5,
Cirino,Sales,5,2021.0
Peixoto,Guerra,5,
Cardoso,da Cunha,5,
Costa,Ramos,5,
Costa,Sales,5,
Peixoto,Borges,5,
Costa,Silva,5,
Carvalho,Monteiro,5,2021.0
Costa,Vieira,5,
Peixoto,Barros,5,
Costa,da Cunha,5,
Costa,da Mata,5,
Vargas,Fonseca,5,
Costa,da Rocha,5,
Vargas,Fernandes,5,
Carvalho,Marques,5,2021.0
Costela,Andrade,5,
Carvalho,Macedo,5,2021.0
da Conceição,Sá,5,
Vargas,Machado,5,
da Conceição,Sales,5,
Peixoto,Gonçalves,5,
Costa,Pires,5,
Vargas,Pires,5,
Vargas,Pinto,5,
Carvalho,Pires,5,2021.0
Costa,Leão,5,
Carvalho,Pastor,5,2021.0
Costa,Melo,5,
da Conceição,Rocha,5,
Costa,Moreira,5,
Carvalho,Nunes,5,2021.0
das Neves,Peixoto,5,2022.0
Peixoto,Camargo,5,
Costa,Novaes,5,
Costa,Oliveira,5,
Costa,Pacheco,5,
Abreu,Macedo,5,2021.0
Costela,Borges,5,
da Conceição,Vasconcelos,5,
Costela,Caldeira,5,
Vargas,Correia,5,
Vargas,Brito,5,
Costela,Pereira,5,
Vargas,Azevedo,5,
Carvalho,Brito,5,2021.0
Carvalho,Azevedo,5,2021.0
da Costa,Andrade,5,
da Costa,Aparecida,5,
Abreu,Melo,5,2021.0
Costela,Silva,5,
da Costa,Aragão,5,
Costela,Sousa,5,
Cardoso,das Neves,5,
Peixoto,Albuquerque,5,
Peixoto,Abreu,5,
Costela,Vieira,5,
Carvalho,Cardoso,5,2021.0
Costela,Moraes,5,
Costela,Montenegro,5,
Vargas,Cassiano,5,
Vargas,Cirino,5,
Vargas,Cavalcanti,5,
da Conceição,da Conceição,5,
Carvalho,Fonseca,5,2021.0
Carvalho,Fogaça,5,2021.0
Costela,Duarte,5,
Costela,Fogaça,5,
da Costa,Abreu,5,
Vargas,Casa Grande,5,
Costela,Lima,5,
Vargas,Carvalho,5,
Carvalho,Castro,5,2021.0
Carvalho,Cassiano,5,2021.0
Costela,Melo,5,
Vargas,Ramos,5,
Carvalho,Ribeiro,5,2021.0
Carvalho,Rios,5,2021.0
Peixoto,Fernandes,5,
Correia,Campos,5,2021.0
Correia,Casa Grande,5,2021.0
Peixoto,Fonseca,5,
Casa Grande,Cardoso,5,2021.0
Correia,Cirino,5,2021.0
Casa Grande,Borges,5,2021.0
Vasconcelos,Camargo,5,
Abreu,Freitas,5,2021.0
Correia,Fonseca,5,2021.0
Casa Grande,Araújo,5,2021.0
da Conceição,Guerra,5,
Correia,Lima,5,2021.0
da Conceição,Lima,5,
da Conceição,Lopes,5,
Correia,Martins,5,2021.0
Vasconcelos,Costa,5,
Correia,Borges,5,2021.0
Casa Grande,Castro,5,2021.0
Casa Grande,Costa,5,2021.0
Cirino,Teixeira,5,2021.0
da Conceição,Cassiano,5,
da Conceição,Cavalcante,5,
Vasconcelos,Marques,5,2022.0
Vasconcelos,Machado,5,2022.0
Vasconcelos,Leão,5,
da Conceição,Farias,5,
Correia,Aragão,5,2021.0
Vasconcelos,Freitas,5,
Correia,Abreu,5,2021.0
Vasconcelos,Fonseca,5,
Casa Grande,Cavalcanti,5,2021.0
Vasconcelos,Fogaça,5,
Correia,Aparecida,5,2021.0
Correia,Melo,5,2021.0
Peixoto,Farias,5,
Vargas,Rodrigues,5,
Correia,Moraes,5,2021.0
Correia,da Cunha,5,
Correia,da Luz,5,
Carvalho,da Cruz,5,2021.0
da Conceição,Nascimento,5,
Peixoto,Correia,5,
Vargas,da Conceição,5,
Peixoto,Cavalcante,5,
Vargas,Sá,5,
Costa,Aparecida,5,
Costa,Aragão,5,
Costa,Araújo,5,
Vargas,Silveira,5,
Vargas,Sales,5,
da Conceição,Pimenta,5,
da Conceição,Pires,5,
Correia,da Conceição,5,
Correia,Teixeira,5,
Correia,Sá,5,
Correia,Peixoto,5,
Vasconcelos,Albuquerque,5,
Correia,Novaes,5,2021.0
Correia,Nunes,5,
da Conceição,Machado,5,
da Conceição,Martins,5,
Vargas,da Rosa,5,
Peixoto,Dias,5,
Correia,Souza,5,
Correia,Pinto,5,
Correia,Ribeiro,5,
Correia,Sales,5,
Correia,Sampaio,5,
Carvalho,da Paz,5,2021.0
Vargas,da Mata,5,
Pimenta,Camargo,5,2022.0
da Cruz,Sá,5,
Ferreira,Dias,5,
Sampaio,Rezende,5,2022.0
Oliveira,Duarte,5,2021.0
Jesus,Siqueira,5,
Oliveira,Câmara,5,2021.0
Pimenta,da Mata,5,2022.0
Sampaio,Vargas,5,2022.0
da Mata,Araújo,5,
Jesus,da Cruz,5,
Pimenta,da Mota,5,2022.0
Barros,Casa Grande,5,
Oliveira,Costa,5,2021.0
Sampaio,Sampaio,5,2022.0
Albuquerque,Pimenta,5,2021.0
Leão,Brito,5,
Leão,Campos,5,
da Mata,Caldeira,5,
Sampaio,da Costa,5,2022.0
Oliveira,Farias,5,2021.0
Sampaio,da Cunha,5,2022.0
Pimenta,da Cruz,5,2022.0
Jesus,Ferreira,5,
Jesus,Garcia,5,
Jesus,Gomes,5,
Jesus,Leão,5,
Jesus,Lima,5,
Jesus,Lopes,5,
Jesus,Melo,5,
Barros,Duarte,5,
Barros,Lopes,5,
Jesus,Moraes,5,
Santos,Barros,5,2022.0
Oliveira,Gomes,5,2021.0
Barros,Guerra,5,
Barros,Gonçalves,5,
Leão,Carvalho,5,
Sampaio,Pinto,5,2022.0
Jesus,Dias,5,
Sampaio,Pimenta,5,2022.0
Leão,Nogueira,5,
Sampaio,Jesus,5,2022.0
Sampaio,Guerra,5,2022.0
Barbosa,Vieira,5,
Leão,Rezende,5,
da Mata,Fonseca,5,
da Mata,Garcia,5,
Leão,Siqueira,5,
Sampaio,Fonseca,5,2022.0
Leão,Sá,5,
Leão,Vargas,5,
Sampaio,Fogaça,5,2022.0
Barbosa,Siqueira,5,
Leão,da Cunha,5,
Leão,da Luz,5,
Pinto,Almeida,5,2022.0
Leão,Montenegro,5,
Leão,Mendes,5,
Leão,Guerra,5,
Oliveira,Castro,5,2021.0
Leão,Câmara,5,
Leão,Farias,5,
Barros,Almeida,5,
Leão,Garcia,5,
Leão,Gonçalves,5,
da Mata,Costa,5,
Sampaio,Lima,5,2022.0
Oliveira,Campos,5,2021.0
Oliveira,Camargo,5,2021.0
da Mata,Costela,5,
Sampaio,Marques,5,2022.0
Barbosa,da Mota,5,
Leão,Martins,5,
Barros,Mendonça,5,
Barros,Monteiro,5,
Oliveira,Rocha,5,2021.0
Guerra,Dias,5,2021.0
Gonçalves,Vasconcelos,5,2021.0
Borges,Brito,5,2021.0
Santos,Vasconcelos,5,
Ferreira,Duarte,5,
Santos,Siqueira,5,
Guerra,Alves,5,2021.0
Oliveira,Pastor,5,2021.0
Guerra,Borges,5,2021.0
Borges,Albuquerque,5,2021.0
Santos,Rocha,5,
Borges,Abreu,5,2021.0
Santos,Ribeiro,5,
Santos,Ramos,5,
Oliveira,Oliveira,5,2021.0
da Luz,Pinto,5,2022.0
Borges,Caldeira,5,2021.0
Borges,Camargo,5,2021.0
da Luz,Oliveira,5,2022.0
Pimenta,Siqueira,5,2022.0
Silva,Araújo,5,
Silva,Aragão,5,
Oliveira,Ramos,5,2021.0
Santos,das Neves,5,
da Luz,Mendes,5,2022.0
Gonçalves,Novais,5,2021.0
Oliveira,Pires,5,2021.0
Borges,Casa Grande,5,2021.0
Gonçalves,Peixoto,5,2021.0
Gonçalves,Pereira,5,2021.0
Santos,da Mota,5,
Pimenta,Souza,5,2022.0
da Luz,Moreira,5,2022.0
Gonçalves,Rodrigues,5,2021.0
da Luz,Pires,5,2022.0
Barros,da Rocha,5,
Jesus,Cavalcanti,5,
Barros,da Mota,5,
Barros,Sales,5,
Oliveira,Monteiro,5,2021.0
da Luz,Sampaio,5,2022.0
Santos,Lopes,5,2022.0
Santos,Gonçalves,5,2022.0
Santos,Garcia,5,2022.0
Oliveira,Marques,5,2021.0
Barros,Nunes,5,
da Rosa,Pinto,5,2022.0
da Luz,Teixeira,5,2022.0
Jesus,Borges,5,
Jesus,Brito,5,
Santos,Cavalcanti,5,2022.0
Jesus,Cassiano,5,
Barros,Moraes,5,
Pimenta,Vargas,5,2022.0
Guerra,Rezende,5,2021.0
Guerra,Pinto,5,2021.0
Oliveira,Moreira,5,2021.0
Barros,da Luz,5,
Barros,Vieira,5,
Guerra,Leão,5,2021.0
Oliveira,Nascimento,5,2021.0
Santos,Novais,5,
Barros,Teixeira,5,
Santos,Moura,5,
Barros,Santos,5,
Guerra,Montenegro,5,2021.0
Santos,Moreira,5,2022.0
Guerra,Nascimento,5,2021.0
Guerra,Nogueira,5,2021.0
Guerra,Novaes,5,2021.0
Barros,Sá,5,
Leão,da Rocha,5,
da Mata,Gonçalves,5,
Sampaio,Castro,5,2022.0
Macedo,Farias,5,2021.0
Barbosa,Azevedo,5,
Rodrigues,da Paz,5,
Macedo,Borges,5,2021.0
Macedo,Brito,5,2021.0
Barbosa,Araújo,5,
Macedo,Camargo,5,2021.0
da Mata,Moura,5,
Barbosa,Alves,5,
Macedo,Casa Grande,5,2021.0
Macedo,Cavalcante,5,2021.0
da Mata,Oliveira,5,
Macedo,Costa,5,2021.0
Macedo,Costela,5,2021.0
Nunes,da Mota,5,2021.0
Macedo,Dias,5,2021.0
Barbosa,Barbosa,5,
Macedo,Abreu,5,2021.0
Barbosa,Caldeira,5,
da Rosa,Moura,5,2022.0
Lopes,Peixoto,5,
Sales,Cassiano,5,2022.0
Lopes,Porto,5,
Sales,Carvalho,5,2022.0
Barbosa,Costela,5,
Lopes,Sampaio,5,
Barbosa,Cirino,5,
Lopes,da Cunha,5,2021.0
Lopes,Sousa,5,
Lopes,Sá,5,
Lopes,Vasconcelos,5,
Barbosa,Cavalcante,5,
Sales,Barbosa,5,
Lopes,da Cruz,5,2021.0
da Mata,Pereira,5,
Rodrigues,da Conceição,5,
Castro,Camargo,5,
Macedo,Freitas,5,2021.0
Rodrigues,Pinto,5,
Azevedo,Silva,5,
Macedo,Sá,5,2021.0
Azevedo,Santos,5,
Rodrigues,Peixoto,5,
Macedo,Viana,5,2021.0
Rodrigues,Pastor,5,
Macedo,da Costa,5,2021.0
Rodrigues,Nunes,5,
Macedo,da Paz,5,2021.0
Rodrigues,Moura,5,
Macedo,da Rosa,5,2021.0
Azevedo,Rodrigues,5,
Machado,Alves,5,2021.0
Machado,Andrade,5,2021.0
da Mata,Silva,5,
Macedo,Sales,5,2021.0
Rodrigues,Ribeiro,5,
Macedo,Melo,5,2021.0
Azevedo,das Neves,5,
Macedo,Jesus,5,2021.0
Azevedo,da Rosa,5,
Macedo,Lopes,5,2021.0
da Mata,Pimenta,5,
Macedo,Marques,5,2021.0
Macedo,Mendonça,5,2021.0
Albuquerque,Silveira,5,2021.0
da Mata,Ramos,5,
da Mata,Rios,5,
Azevedo,da Cruz,5,
Azevedo,da Costa,5,
Macedo,Pastor,5,2021.0
Rodrigues,Sampaio,5,
Barbosa,Câmara,5,
Lopes,Pacheco,5,
Lopes,Oliveira,5,
Barbosa,Farias,5,
Lima,Macedo,5,
Oliveira,Araújo,5,2021.0
Sales,das Neves,5,2022.0
Sales,da Mata,5,2022.0
Barbosa,Peixoto,5,
Sales,da Cunha,5,2022.0
Lima,Moura,5,
Sales,da Cruz,5,2022.0
Lima,Nunes,5,
Lima,Pacheco,5,
Lima,Pastor,5,
da Mata,Lopes,5,
Sales,Vieira,5,2022.0
Barbosa,Oliveira,5,
Lima,Porto,5,
Sampaio,Andrade,5,2022.0
Sampaio,Aparecida,5,2022.0
Lima,Jesus,5,
Lima,Cassiano,5,
da Rosa,Novais,5,2022.0
Lima,Borges,5,
Lima,Camargo,5,
Lima,Campos,5,
Barbosa,Rocha,5,
Lima,Carvalho,5,
Sampaio,Caldeira,5,2022.0
Sampaio,Barbosa,5,2022.0
Sampaio,Brito,5,2022.0
Lima,Cunha,5,
Lima,Câmara,5,
Barbosa,Porto,5,
Lima,Fogaça,5,
Lima,Freitas,5,
Sales,Viana,5,2022.0
Barbosa,Novais,5,
Lima,Sales,5,
Sales,Guerra,5,2022.0
da Mata,Marques,5,
da Mata,Martins,5,
Sales,Montenegro,5,2022.0
Barbosa,Machado,5,
Pinto,Brito,5,2022.0
Barbosa,Leão,5,
da Mata,Mendonça,5,
Oliveira,Abreu,5,2021.0
da Rosa,Nogueira,5,2022.0
Lopes,Lima,5,
Barbosa,Freitas,5,
Lopes,Marques,5,
da Mata,Montenegro,5,
Sales,Costela,5,2022.0
Sales,Nascimento,5,2022.0
Lopes,Brito,5,
Barbosa,Novaes,5,
Lima,das Neves,5,
Lima,Santos,5,
Lima,Souza,5,
Lima,Sá,5,
Lima,Vasconcelos,5,
Lima,Viana,5,
Lima,Vieira,5,
Oliveira,Alves,5,2021.0
Sales,Nunes,5,2022.0
Sales,Pimenta,5,2022.0
Lopes,Alves,5,
Sales,Pastor,5,2022.0
Lopes,Aragão,5,
Pinto,Barbosa,5,2022.0
Lopes,Barbosa,5,
Gonçalves,Martins,5,2021.0
Santos,Sá,5,
Borges,Ferreira,5,2021.0
Fonseca,Sá,5,2021.0
Fonseca,Garcia,5,2021.0
Fonseca,Machado,5,2021.0
Fonseca,Mendonça,5,2021.0
Fonseca,Montenegro,5,2021.0
Pimenta,Fernandes,5,2022.0
Siqueira,Casa Grande,5,
Siqueira,Cardoso,5,
Siqueira,Campos,5,
Brito,da Paz,5,2021.0
Fonseca,Pereira,5,2021.0
Brito,da Mata,5,2021.0
Siqueira,Barros,5,
Fonseca,Ribeiro,5,2021.0
da Cunha,Marques,5,2022.0
Brito,da Conceição,5,2021.0
Fonseca,Freitas,5,2021.0
Fonseca,Ferreira,5,2021.0
Fonseca,Dias,5,2021.0
Fonseca,Alves,5,2021.0
Fogaça,da Mota,5,2021.0
Siqueira,Nogueira,5,
Fogaça,da Rocha,5,2021.0
Siqueira,Moura,5,
Caldeira,Cavalcante,5,
Caldeira,Castro,5,
Pacheco,Moura,5,
da Cunha,Gonçalves,5,2022.0
Siqueira,Machado,5,
Siqueira,Macedo,5,
da Cunha,Freitas,5,2022.0
Siqueira,Guerra,5,
Fonseca,Castro,5,2021.0
Fonseca,Costela,5,2021.0
da Cunha,Moura,5,2022.0
da Cunha,Nascimento,5,2022.0
Pacheco,Freitas,5,
Brito,Vargas,5,2021.0
Freitas,Duarte,5,
Silveira,Silveira,5,
Freitas,Gomes,5,
Freitas,Guerra,5,
Freitas,Leão,5,
Freitas,Mendes,5,
Brito,Pacheco,5,2021.0
Freitas,Moreira,5,
Albuquerque,Correia,5,2021.0
Brito,Novais,5,2021.0
Freitas,Oliveira,5,
Brito,Nogueira,5,2021.0
Freitas,Pastor,5,
Silveira,Rocha,5,
Silveira,Rios,5,
Freitas,Câmara,5,
Brito,Rodrigues,5,2021.0
Albuquerque,Montenegro,5,2021.0
Freitas,Barbosa,5,
Fonseca,da Cunha,5,2021.0
Fonseca,da Rocha,5,
Fonseca,da Rosa,5,
Fonseca,das Neves,5,
Freitas,Abreu,5,
Pimenta,Macedo,5,2022.0
Brito,Silveira,5,2021.0
Silveira,Sá,5,
Brito,Silva,5,2021.0
Silveira,Viana,5,
da Cunha,Nogueira,5,2022.0
Brito,Sampaio,5,2021.0
Freitas,Campos,5,
Freitas,Carvalho,5,
Caldeira,Cavalcanti,5,
Siqueira,Nunes,5,
Fogaça,Souza,5,2021.0
Caldeira,Costela,5,
Ferreira,Sampaio,5,2021.0
Sousa,Brito,5,2022.0
Pimenta,Cavalcanti,5,2022.0
Ferreira,Souza,5,2021.0
Sousa,Azevedo,5,2022.0
Ferreira,Viana,5,2021.0
Ferreira,da Costa,5,2021.0
Sousa,Aparecida,5,2022.0
Sousa,Alves,5,2022.0
da Cunha,Aragão,5,2022.0
Ferreira,da Paz,5,2021.0
Sousa,Albuquerque,5,2022.0
Ferreira,da Rocha,5,2021.0
Caldeira,Silveira,5,
Ferreira,das Neves,5,2021.0
Ferreira,Sales,5,2021.0
da Cunha,Aparecida,5,2022.0
Caldeira,da Conceição,5,
Sousa,Fogaça,5,2022.0
Ferreira,Ferreira,5,
Sousa,Jesus,5,2022.0
Sousa,Gonçalves,5,2022.0
Sousa,Gomes,5,2022.0
Pacheco,Sousa,5,
Ferreira,Macedo,5,2021.0
da Rosa,da Rosa,5,2022.0
da Rosa,da Paz,5,2022.0
Ferreira,Moraes,5,2021.0
da Rosa,da Rocha,5,2022.0
Ferreira,Novais,5,2021.0
Sousa,Cirino,5,2022.0
Albuquerque,Brito,5,2021.0
Caldeira,da Luz,5,
Siqueira,das Neves,5,
Siqueira,da Rosa,5,
Pimenta,Cirino,5,2022.0
Caldeira,Fogaça,5,
da Cunha,Cirino,5,2022.0
Fogaça,Nogueira,5,2021.0
Siqueira,Pinto,5,
Fogaça,Pastor,5,2021.0
Caldeira,Gomes,5,
Siqueira,Pereira,5,
Caldeira,Fernandes,5,
Fogaça,Mendes,5,2021.0
Fogaça,Rezende,5,2021.0
Fogaça,Ribeiro,5,2021.0
Pimenta,Câmara,5,2022.0
Pimenta,Dias,5,2022.0
Caldeira,Câmara,5,
Fogaça,Santos,5,2021.0
Fogaça,Monteiro,5,2021.0
Caldeira,Machado,5,
Fogaça,Abreu,5,2021.0
Siqueira,Vasconcelos,5,
Caldeira,Sampaio,5,
Siqueira,da Cruz,5,
Siqueira,da Costa,5,
Pacheco,Peixoto,5,
da Cunha,Borges,5,2022.0
Fogaça,Brito,5,2021.0
Fogaça,Castro,5,2021.0
Caldeira,Moraes,5,
Fogaça,Cirino,5,2021.0
Fogaça,Dias,5,2021.0
Siqueira,Silveira,5,
Fogaça,Gomes,5,2021.0
Caldeira,Moura,5,
Fogaça,Guerra,5,2021.0
Silveira,Ribeiro,5,
Freitas,Cavalcanti,5,
da Luz,Almeida,5,2022.0
Pimenta,Peixoto,5,2022.0
Silva,Ribeiro,5,
Gomes,Macedo,5,
Gomes,Lima,5,
Oliveira,da Mata,5,2021.0
Silva,Santos,5,
Gomes,Ferreira,5,
Oliveira,da Rosa,5,2021.0
Gomes,Cirino,5,
Gomes,Castro,5,
Gomes,Cardoso,5,
da Luz,Barros,5,2022.0
Silva,Vieira,5,
Brito,Abreu,5,2021.0
Gomes,Abreu,5,
Pacheco,Azevedo,5,
da Rosa,Sampaio,5,2022.0
Silveira,Ramos,5,
Garcia,da Mata,5,
Garcia,da Luz,5,
Silva,das Neves,5,
da Luz,Abreu,5,2022.0
Silveira,Albuquerque,5,
Garcia,Vasconcelos,5,
Silveira,Alves,5,
Brito,Barbosa,5,2021.0
Silveira,Aragão,5,
Garcia,Silva,5,
Pacheco,Brito,5,
da Cunha,da Rocha,5,2022.0
Garcia,Ramos,5,
Oliveira,da Luz,5,2021.0
Gomes,Monteiro,5,
Garcia,Peixoto,5,
Gomes,da Costa,5,
da Luz,Guerra,5,2022.0
Gonçalves,Cirino,5,2021.0
Silva,Cavalcante,5,
Gonçalves,Cardoso,5,2021.0
Gonçalves,Campos,5,2021.0
Silva,Cirino,5,
Borges,Marques,5,2021.0
Borges,Melo,5,2021.0
Oliveira,Silveira,5,2021.0
Gonçalves,Almeida,5,2021.0
Silva,Ferreira,5,
Gonçalves,Abreu,5,2021.0
Gomes,das Neves,5,
Gomes,da Mata,5,
Borges,Nascimento,5,2021.0
Borges,Ramos,5,2021.0
Gomes,Souza,5,
Silva,Leão,5,
Gomes,Silva,5,
da Luz,Costa,5,2022.0
Borges,Pereira,5,2021.0
Silva,Monteiro,5,
Oliveira,Viana,5,2021.0
Gomes,Pinto,5,
Oliveira,Vieira,5,2021.0
Gomes,Pereira,5,
Silva,Moreira,5,
Gomes,Pastor,5,
Silva,Nascimento,5,
Oliveira,da Conceição,5,2021.0
Garcia,Porto,5,
Gonçalves,Sales,5,2021.0
Garcia,Costa,5,
Garcia,Melo,5,
Garcia,Martins,5,
Brito,Câmara,5,2021.0
Freitas,da Rosa,5,
Brito,Duarte,5,2021.0
Silveira,Montenegro,5,
Brito,Farias,5,2021.0
Pacheco,Duarte,5,
Silveira,Marques,5,
Albuquerque,Dias,5,2021.0
da Cunha,Viana,5,2022.0
da Rosa,Souza,5,2022.0
Pacheco,Costela,5,
Brito,Fonseca,5,2021.0
Silveira,Ferreira,5,
Garcia,Dias,5,
Albuquerque,Fernandes,5,2021.0
Brito,Martins,5,2021.0
Garcia,Aragão,5,
Silveira,Gomes,5,
Garcia,Cassiano,5,
Silveira,Gonçalves,5,
Silveira,Nascimento,5,
Silveira,Mendes,5,
Brito,Lima,5,2021.0
Freitas,Vasconcelos,5,
da Cunha,da Conceição,5,2022.0
Freitas,Silveira,5,
Garcia,Moura,5,
Pacheco,Caldeira,5,
Freitas,Souza,5,
Garcia,Moreira,5,
Pacheco,Fonseca,5,
da Cunha,da Mata,5,2022.0
Silveira,Cirino,5,
Pereira,Costa,4,
da Rosa,Rezende,4,2022.0
Pinto,Silva,4,2022.0
Pinto,Jesus,4,2022.0
Pires,Albuquerque,4,
Pinto,Freitas,4,2022.0
Pinto,Campos,4,2022.0
Pereira,da Luz,4,
Pinto,Cavalcante,4,2022.0
Pinto,Casa Grande,4,2022.0
da Rosa,Freitas,4,2022.0
das Neves,Vieira,4,2022.0
Pereira,Dias,4,
Pimenta,Monteiro,4,2022.0
Pinto,Castro,4,2022.0
das Neves,Camargo,4,2022.0
da Rosa,Oliveira,4,2022.0
Pimenta,Moreira,4,2022.0
Pimenta,Machado,4,2022.0
Pinto,Mendes,4,2022.0
Pires,Casa Grande,4,
da Rosa,da Cunha,4,2022.0
Pimenta,Castro,4,2022.0
Pinto,Sampaio,4,2022.0
das Neves,Borges,4,2022.0
da Rosa,Caldeira,4,2022.0
Pereira,Cirino,4,
da Rosa,Rodrigues,4,2022.0
das Neves,Leão,4,2022.0
Pinto,Monteiro,4,2022.0
Pereira,Moura,4,
Pinto,Carvalho,4,2022.0
Pimenta,Sá,4,2022.0
Pimenta,Rocha,4,2022.0
da Rosa,Ferreira,4,2022.0
Pinto,Lopes,4,2022.0
Pinto,Pastor,4,2022.0
Pimenta,Sampaio,4,2022.0
das Neves,Montenegro,4,2022.0
da Rosa,Viana,4,2022.0
Pinto,Cardoso,4,2022.0
Pimenta,Fogaça,4,2022.0
Pimenta,Rios,4,2022.0
da Rosa,Gomes,4,2022.0
Pinto,Vasconcelos,4,2022.0
das Neves,Vasconcelos,4,2022.0
Pimenta,da Luz,4,2022.0
Pires,Almeida,4,
da Rosa,da Mata,4,2022.0
das Neves,Oliveira,4,2022.0
da Rosa,Pereira,4,2022.0
Pires,Borges,4,
Pereira,Vargas,4,
Pereira,Borges,4,
Pimenta,da Conceição,4,2022.0
Pinto,Azevedo,4,2022.0
das Neves,Silveira,4,2022.0
Pires,Andrade,4,
Pires,Azevedo,4,
Pinto,da Paz das Flores,4,2022.0
Pinto,Duarte,4,2022.0
Pereira,Camargo,4,
das Neves,Porto,4,2022.0
das Neves,Câmara,4,2022.0
Pinto,Sá,4,2022.0
das Neves,Siqueira,4,2022.0
Pinto,Melo,4,2022.0
das Neves,Ramos,4,2022.0
Pires,Caldeira,4,
Pereira,da Conceição,4,
da Rosa,Monteiro,4,2022.0
da Rosa,Casa Grande,4,2022.0
das Neves,Sampaio,4,2022.0
da Rosa,Moreira,4,2022.0
Pinto,Pimenta,4,2022.0
Pereira,Teixeira,4,
Pinto,Aragão,4,2022.0
Pimenta,Ramos,4,2022.0
Pires,Cardoso,4,
Pinto,Farias,4,2022.0
Pimenta,Costela,4,2022.0
Pereira,Novaes,4,
Pereira,Andrade,4,
Pimenta,Lima,4,2022.0
Pimenta,Vasconcelos,4,2022.0
Pimenta,Gonçalves,4,2022.0
Pires,Campos,4,
Pinto,Pires,4,2022.0
da Rosa,Farias,4,2022.0
Pinto,da Mata,4,2022.0
Pereira,Jesus,4,
das Neves,Santos,4,2022.0
Pimenta,Pimenta,4,2022.0
da Rosa,Porto,4,2022.0
Pires,Camargo,4,
Pereira,Aragão,4,
das Neves,Jesus,4,2022.0
Vieira,Freitas,4,2022.0
Pires,Cassiano,4,
Sousa,Pastor,4,2022.0
Sousa,Martins,4,2022.0
Sousa,Moreira,4,2022.0
da Cruz,da Luz,4,
Sousa,Moura,4,2022.0
Sousa,Nunes,4,2022.0
Sousa,Oliveira,4,2022.0
Sousa,Pereira,4,2022.0
Sousa,Machado,4,2022.0
da Cruz,Teixeira,4,
Sousa,Pires,4,2022.0
da Cruz,Souza,4,
Sousa,Ribeiro,4,2022.0
da Cruz,Sousa,4,
Sousa,Sales,4,2022.0
da Cruz,da Mata,4,
da Cruz,da Rosa,4,
da Cunha,Casa Grande,4,2022.0
Sousa,Campos,4,2022.0
Siqueira,da Conceição,4,
da Cunha,Barros,4,2022.0
da Cunha,Azevedo,4,2022.0
Siqueira,da Paz,4,
Siqueira,da Rocha,4,
Sousa,Barros,4,2022.0
Sousa,Cassiano,4,2022.0
Sousa,Lopes,4,2022.0
Sousa,Cavalcanti,4,2022.0
Sousa,Duarte,4,2022.0
da Cunha,Almeida,4,2022.0
Sousa,Ferreira,4,2022.0
Sousa,Fonseca,4,2022.0
da Cunha,Abreu,4,2022.0
da Cruz,Siqueira,4,
Sousa,Sousa,4,2022.0
Sousa,Vargas,4,2022.0
Souza,Rios,4,2022.0
da Cruz,Gonçalves,4,
Souza,Martins,4,2022.0
Souza,Melo,4,2022.0
da Cruz,Garcia,4,
da Cruz,Fernandes,4,
Souza,Ribeiro,4,2022.0
da Cruz,Cunha,4,
Sousa,Vieira,4,2022.0
Souza,Silveira,4,2022.0
Souza,Siqueira,4,2022.0
Souza,Sá,4,2022.0
da Cruz,Carvalho,4,
da Cruz,Camargo,4,
Souza,Vargas,4,2022.0
da Cruz,Guerra,4,
da Cruz,Jesus,4,
Souza,Lopes,4,2022.0
da Cruz,Lopes,4,
Souza,Garcia,4,2022.0
Souza,Fonseca,4,2022.0
Souza,Ferreira,4,2022.0
Souza,Câmara,4,2022.0
Souza,Costa,4,2022.0
da Cruz,Martins,4,
Souza,Casa Grande,4,2022.0
da Cruz,Moura,4,
Souza,Caldeira,4,2022.0
Souza,Brito,4,2022.0
Sousa,das Neves,4,2022.0
da Cruz,Pimenta,4,
Sousa,da Mota,4,2022.0
Siqueira,Siqueira,4,
da Cunha,Duarte,4,2022.0
