data,valor,hora,origem,destino,tipo_transacao
2024-07-07,2018.8,08:27:15,Banco C,Banco D,empresarial
2024-07-07,700.59,09:14:43,Banco A,Banco B,pessoal
2024-07-07,208.65,09:17:59,Banco D,Banco A,empresarial
2024-07-07,305.59,09:31:24,Banco E,Banco A,pessoal
2024-07-07,180.23,09:35:56,Banco D,Banco A,empresarial
2024-07-07,1000.8,09:49:57,Banco A,Banco E,pessoal
2024-07-07,695.15,09:51:24,Banco A,Banco D,pessoal
2024-07-07,967.34,09:52:22,Banco E,Banco D,pessoal
2024-07-07,412.02,10:01:31,Banco C,Banco E,pessoal
2024-07-07,182.69,10:02:16,Banco C,Banco D,empresarial
2024-07-07,571.35,10:02:59,Banco E,Banco C,empresarial
2024-07-07,448.32,10:27:25,Banco E,Banco B,pessoal
2024-07-07,131.56,10:35:03,Banco C,Banco A,pessoal
2024-07-07,598.06,10:51:01,Banco E,Banco C,empresarial
2024-07-07,871.55,10:57:01,Banco E,Banco A,empresarial
2024-07-07,523.49,10:59:59,Banco E,Banco B,pessoal
2024-07-07,218.72,12:28:11,Banco C,Banco E,empresarial
2024-07-07,1304.44,15:49:31,Banco E,Banco C,pessoal
2024-07-07,956.06,16:19:13,Banco D,Banco C,empresarial
2024-07-07,1225.46,16:22:37,Banco B,Banco D,pessoal
2024-07-07,647.43,16:26:05,Banco C,Banco E,empresarial
2024-07-07,401.4,16:33:29,Banco C,Banco A,pessoal
2024-07-07,360.83,16:42:19,Banco B,Banco E,pessoal
2024-07-07,320.29,16:44:49,Banco D,Banco E,empresarial
2024-07-07,921.37,16:49:29,Banco B,Banco E,pessoal
2024-07-07,441.17,17:02:32,Banco C,Banco D,pessoal
2024-07-07,174.25,17:09:40,Banco E,Banco A,empresarial
2024-07-07,715.22,17:09:51,Banco B,Banco E,pessoal
2024-07-07,520.34,17:10:27,Banco B,Banco D,empresarial
2024-07-07,324.73,17:41:43,Banco B,Banco A,empresarial
2024-07-07,138.19,22:19:03,Banco D,Banco A,empresarial
2024-07-07,656.37,23:06:45,Banco E,Banco A,empresarial
2024-07-08,23.94,00:40:09,Banco E,Banco B,empresarial
2024-07-08,65.24,01:04:27,Banco D,Banco E,empresarial
2024-07-08,1750.3,02:21:23,Banco B,Banco A,pessoal
2024-07-08,240.66,04:14:55,Banco B,Banco D,pessoal
2024-07-08,728.32,07:19:44,Banco A,Banco E,pessoal
2024-07-08,707.34,08:45:54,Banco C,Banco D,pessoal
2024-07-08,345.63,09:07:41,Banco A,Banco C,pessoal
2024-07-08,556.78,09:07:52,Banco A,Banco C,empresarial
2024-07-08,1130.79,09:20:35,Banco D,Banco C,empresarial
2024-07-08,77.98,10:09:58,Banco B,Banco C,empresarial
2024-07-08,239.34,10:13:58,Banco D,Banco A,pessoal
2024-07-08,997.37,10:19:50,Banco B,Banco D,pessoal
2024-07-08,584.98,10:31:01,Banco D,Banco C,empresarial
2024-07-08,126.07,10:40:04,Banco C,Banco E,pessoal
2024-07-08,2182.56,10:53:05,Banco E,Banco C,empresarial
2024-07-08,470.05,11:43:43,Banco C,Banco B,pessoal
2024-07-08,2130.63,13:15:05,Banco B,Banco C,pessoal
2024-07-08,601.69,16:13:53,Banco B,Banco C,pessoal
2024-07-08,170.36,16:54:25,Banco E,Banco B,empresarial
2024-07-08,191.92,17:00:31,Banco A,Banco E,empresarial
2024-07-08,1125.48,17:09:58,Banco A,Banco D,pessoal
2024-07-08,380.4,17:32:12,Banco D,Banco C,pessoal
2024-07-08,133.61,17:36:00,Banco E,Banco C,empresarial
2024-07-08,55.1,18:04:18,Banco C,Banco A,empresarial
2024-07-08,161.1,22:45:10,Banco C,Banco B,pessoal
2024-07-09,558.35,02:52:38,Banco D,Banco C,pessoal
2024-07-09,355.54,03:16:40,Banco B,Banco C,empresarial
2024-07-09,333.24,04:41:09,Banco A,Banco E,empresarial
2024-07-09,214.63,08:26:53,Banco C,Banco B,empresarial
2024-07-09,133.9,09:03:49,Banco B,Banco D,empresarial
2024-07-09,213.53,09:20:44,Banco E,Banco B,empresarial
2024-07-09,757.2,09:37:44,Banco B,Banco A,empresarial
2024-07-09,978.62,09:39:54,Banco E,Banco C,empresarial
2024-07-09,913.09,09:53:07,Banco E,Banco A,empresarial
2024-07-09,251.69,09:57:09,Banco B,Banco E,empresarial
2024-07-09,792.34,09:59:26,Banco B,Banco C,pessoal
2024-07-09,145.31,09:59:41,Banco A,Banco C,pessoal
2024-07-09,536.4,10:10:37,Banco C,Banco A,empresarial
2024-07-09,390.72,10:30:35,Banco A,Banco E,empresarial
2024-07-09,15.55,10:35:18,Banco B,Banco D,empresarial
2024-07-09,1220.73,10:39:40,Banco E,Banco A,pessoal
2024-07-09,85.71,10:52:34,Banco D,Banco C,pessoal
2024-07-09,415.69,12:00:10,Banco B,Banco E,pessoal
2024-07-09,58.1,12:53:25,Banco E,Banco B,pessoal
2024-07-09,117.37,14:05:05,Banco E,Banco C,pessoal
2024-07-09,26.88,14:09:42,Banco C,Banco B,pessoal
2024-07-09,182.23,14:24:58,Banco C,Banco B,pessoal
2024-07-09,160.4,17:08:01,Banco E,Banco B,pessoal
2024-07-09,278.79,17:14:22,Banco D,Banco E,empresarial
2024-07-09,284.64,17:21:15,Banco B,Banco C,empresarial
2024-07-09,1783.83,19:26:00,Banco B,Banco E,pessoal
2024-07-09,443.02,20:59:12,Banco C,Banco A,empresarial
2024-07-09,184.82,21:50:39,Banco E,Banco C,pessoal
2024-07-10,280.84,01:03:17,Banco C,Banco D,empresarial
2024-07-10,302.63,06:19:59,Banco C,Banco A,empresarial
2024-07-10,971.5,06:56:16,Banco D,Banco B,pessoal
2024-07-10,282.04,07:40:48,Banco C,Banco A,pessoal
2024-07-10,879.19,09:22:52,Banco E,Banco A,pessoal
2024-07-10,644.21,09:28:54,Banco E,Banco D,empresarial
2024-07-10,937.48,10:06:26,Banco E,Banco B,pessoal
2024-07-10,252.51,10:12:16,Banco E,Banco A,pessoal
2024-07-10,354.39,10:13:07,Banco C,Banco B,pessoal
2024-07-10,1425.02,10:14:50,Banco D,Banco A,empresarial
2024-07-10,345.66,10:29:37,Banco E,Banco D,empresarial
2024-07-10,30.93,10:32:23,Banco D,Banco C,empresarial
2024-07-10,489.77,11:42:01,Banco D,Banco C,pessoal
2024-07-10,677.07,15:15:39,Banco B,Banco E,empresarial
2024-07-10,228.83,15:38:59,Banco D,Banco A,empresarial
2024-07-10,905.76,16:16:47,Banco E,Banco B,empresarial
2024-07-10,2140.71,16:30:47,Banco E,Banco B,pessoal
2024-07-10,600.23,16:39:27,Banco E,Banco B,empresarial
2024-07-10,322.78,16:59:38,Banco C,Banco E,empresarial
2024-07-10,3.69,17:06:58,Banco B,Banco A,pessoal
2024-07-10,1251.61,17:14:51,Banco E,Banco C,empresarial
2024-07-10,1157.61,17:27:44,Banco E,Banco C,empresarial
2024-07-10,325.09,17:35:02,Banco C,Banco D,pessoal
2024-07-10,986.2,18:02:02,Banco B,Banco E,empresarial
2024-07-10,128.65,18:59:06,Banco A,Banco E,pessoal
2024-07-10,19.0,21:30:16,Banco B,Banco C,empresarial
2024-07-10,415.3,22:52:57,Banco A,Banco D,pessoal
2024-07-10,177.9,23:59:09,Banco D,Banco A,empresarial
2024-07-11,133.29,02:16:16,Banco A,Banco D,empresarial
2024-07-11,831.75,06:24:22,Banco A,Banco E,pessoal
2024-07-11,535.56,09:06:38,Banco E,Banco B,pessoal
2024-07-11,807.92,09:26:03,Banco A,Banco C,empresarial
2024-07-11,54.69,09:27:27,Banco A,Banco D,empresarial
2024-07-11,365.5,09:28:23,Banco D,Banco E,pessoal
2024-07-11,0.91,10:09:49,Banco E,Banco B,empresarial
2024-07-11,34.94,10:41:42,Banco E,Banco D,pessoal
2024-07-11,96.32,10:55:44,Banco A,Banco E,empresarial
2024-07-11,64.71,12:29:25,Banco B,Banco D,pessoal
2024-07-11,608.08,12:38:39,Banco B,Banco A,empresarial
2024-07-11,1081.65,12:50:25,Banco E,Banco A,pessoal
2024-07-11,269.5,12:55:47,Banco E,Banco A,empresarial
2024-07-11,288.48,15:19:54,Banco B,Banco A,pessoal
2024-07-11,2524.95,16:29:51,Banco B,Banco C,empresarial
2024-07-11,725.78,16:37:35,Banco B,Banco E,empresarial
2024-07-11,179.98,16:38:27,Banco E,Banco B,empresarial
2024-07-11,888.32,16:51:19,Banco C,Banco A,pessoal
2024-07-11,2.63,17:02:09,Banco A,Banco C,pessoal
2024-07-11,14.58,17:09:09,Banco A,Banco B,pessoal
2024-07-11,229.26,17:17:26,Banco A,Banco C,empresarial
2024-07-11,562.03,17:51:10,Banco B,Banco D,empresarial
2024-07-11,384.41,17:53:01,Banco A,Banco D,empresarial
2024-07-11,852.87,17:57:11,Banco C,Banco D,empresarial
2024-07-11,29.83,17:58:17,Banco B,Banco E,empresarial
2024-07-11,1864.48,18:43:37,Banco B,Banco E,empresarial
2024-07-11,839.99,19:43:25,Banco A,Banco C,empresarial
2024-07-11,192.85,20:46:00,Banco A,Banco B,pessoal
2024-07-12,756.41,00:38:22,Banco B,Banco C,empresarial
2024-07-12,537.89,01:26:12,Banco B,Banco A,pessoal
2024-07-12,54.02,03:16:46,Banco E,Banco A,pessoal
2024-07-12,19.75,04:14:36,Banco D,Banco C,pessoal
2024-07-12,796.18,04:57:43,Banco D,Banco E,pessoal
2024-07-12,194.82,09:03:27,Banco B,Banco A,empresarial
2024-07-12,924.36,09:04:15,Banco D,Banco E,pessoal
2024-07-12,1199.66,09:12:42,Banco B,Banco E,pessoal
2024-07-12,1527.33,09:20:41,Banco C,Banco B,pessoal
2024-07-12,1368.16,09:30:56,Banco E,Banco A,empresarial
2024-07-12,215.55,09:34:19,Banco D,Banco B,pessoal
2024-07-12,82.03,09:49:19,Banco A,Banco D,pessoal
2024-07-12,1025.0,09:49:47,Banco D,Banco A,empresarial
2024-07-12,146.52,09:56:30,Banco E,Banco C,pessoal
2024-07-12,179.63,09:57:43,Banco A,Banco D,empresarial
2024-07-12,2263.44,09:58:48,Banco D,Banco B,empresarial
2024-07-12,779.31,10:46:49,Banco C,Banco B,empresarial
2024-07-12,2464.48,12:19:55,Banco D,Banco C,empresarial
2024-07-12,743.32,16:33:06,Banco D,Banco A,pessoal
2024-07-12,196.89,16:54:01,Banco D,Banco B,pessoal
2024-07-12,431.46,17:12:34,Banco A,Banco E,pessoal
2024-07-12,40.41,17:21:49,Banco B,Banco A,pessoal
2024-07-12,719.89,18:19:28,Banco A,Banco C,pessoal
2024-07-12,503.62,18:37:56,Banco B,Banco D,pessoal
2024-07-12,519.94,19:34:54,Banco B,Banco D,pessoal
2024-07-12,823.27,19:37:27,Banco C,Banco B,pessoal
2024-07-12,57.54,21:31:35,Banco A,Banco E,pessoal
2024-07-12,112.47,23:09:39,Banco A,Banco B,empresarial
2024-07-13,873.66,02:57:14,Banco C,Banco D,empresarial
2024-07-13,631.99,03:27:43,Banco D,Banco E,empresarial
2024-07-13,33.09,03:46:45,Banco A,Banco D,pessoal
2024-07-13,330.1,05:00:41,Banco E,Banco A,pessoal
2024-07-13,512.45,07:50:57,Banco E,Banco C,pessoal
2024-07-13,160.92,09:10:47,Banco E,Banco C,empresarial
2024-07-13,1137.16,09:15:20,Banco E,Banco D,empresarial
2024-07-13,225.31,09:18:06,Banco A,Banco C,pessoal
2024-07-13,165.48,09:18:30,Banco D,Banco C,empresarial
2024-07-13,755.73,09:23:04,Banco C,Banco A,pessoal
2024-07-13,276.12,09:49:25,Banco A,Banco B,empresarial
2024-07-13,10.89,09:50:10,Banco A,Banco C,pessoal
2024-07-13,249.9,10:13:20,Banco B,Banco C,pessoal
2024-07-13,739.95,10:16:39,Banco A,Banco D,empresarial
2024-07-13,368.88,10:24:53,Banco B,Banco A,empresarial
2024-07-13,1258.13,10:29:56,Banco B,Banco E,pessoal
2024-07-13,48.38,10:39:51,Banco D,Banco A,pessoal
2024-07-13,597.29,10:49:56,Banco B,Banco D,pessoal
2024-07-13,107.91,10:56:39,Banco C,Banco B,empresarial
2024-07-13,419.05,11:49:40,Banco A,Banco D,empresarial
2024-07-13,43.72,12:26:57,Banco E,Banco B,empresarial
2024-07-13,268.94,14:16:37,Banco B,Banco C,empresarial
2024-07-13,120.6,14:42:33,Banco B,Banco C,empresarial
2024-07-13,468.74,16:43:56,Banco A,Banco B,empresarial
2024-07-13,39.89,16:53:29,Banco E,Banco D,empresarial
2024-07-13,64.39,16:59:09,Banco B,Banco C,empresarial
2024-07-13,301.31,17:16:18,Banco B,Banco D,empresarial
2024-07-13,395.29,17:28:10,Banco D,Banco C,pessoal
2024-07-13,1183.65,17:47:04,Banco B,Banco D,pessoal
2024-07-13,946.99,19:50:41,Banco E,Banco A,empresarial
2024-07-14,9.24,00:14:16,Banco C,Banco B,empresarial
2024-07-14,222.92,01:19:12,Banco E,Banco D,empresarial
2024-07-14,390.64,03:02:01,Banco E,Banco B,empresarial
2024-07-14,89.2,06:20:55,Banco D,Banco C,empresarial
2024-07-14,3.26,07:23:15,Banco D,Banco B,pessoal
2024-07-14,334.23,10:04:08,Banco E,Banco C,pessoal
2024-07-14,172.93,10:19:24,Banco B,Banco C,pessoal
2024-07-14,610.71,10:36:26,Banco A,Banco C,empresarial
2024-07-14,254.39,10:48:00,Banco B,Banco E,pessoal
2024-07-14,450.68,10:57:03,Banco A,Banco E,pessoal
2024-07-14,1.45,11:29:48,Banco B,Banco D,empresarial
2024-07-14,108.34,12:47:07,Banco D,Banco B,empresarial
2024-07-14,343.44,13:24:06,Banco D,Banco E,empresarial
2024-07-14,105.09,16:05:25,Banco C,Banco A,pessoal
2024-07-14,2108.93,16:09:00,Banco A,Banco E,pessoal
2024-07-14,502.48,16:15:15,Banco E,Banco A,pessoal
2024-07-14,787.48,16:39:18,Banco B,Banco A,empresarial
2024-07-14,96.07,17:00:24,Banco B,Banco C,pessoal
2024-07-14,1390.45,17:22:14,Banco E,Banco C,empresarial
2024-07-14,283.06,17:29:17,Banco C,Banco D,pessoal
2024-07-14,139.21,17:50:09,Banco E,Banco D,pessoal
2024-07-14,1478.73,20:57:40,Banco A,Banco D,empresarial
2024-07-14,58.69,22:43:44,Banco C,Banco E,pessoal
2024-07-15,985.39,00:23:42,Banco D,Banco E,empresarial
2024-07-15,30.74,03:07:51,Banco E,Banco A,pessoal
2024-07-15,86.84,04:42:57,Banco E,Banco B,empresarial
2024-07-15,103.68,08:56:57,Banco B,Banco A,empresarial
2024-07-15,97.53,09:16:35,Banco B,Banco E,empresarial
2024-07-15,1368.76,09:23:50,Banco B,Banco C,empresarial
2024-07-15,477.86,10:08:47,Banco A,Banco E,empresarial
2024-07-15,341.43,10:21:12,Banco A,Banco E,pessoal
2024-07-15,421.95,10:37:50,Banco D,Banco A,empresarial
2024-07-15,320.44,14:05:58,Banco B,Banco D,empresarial
2024-07-15,209.22,14:10:46,Banco C,Banco E,empresarial
2024-07-15,52.55,16:16:10,Banco D,Banco A,empresarial
2024-07-15,700.77,16:41:44,Banco C,Banco A,empresarial
2024-07-15,1668.78,17:11:09,Banco D,Banco A,empresarial
2024-07-15,725.92,17:19:43,Banco A,Banco E,empresarial
2024-07-15,90.92,17:21:10,Banco B,Banco C,pessoal
2024-07-15,29.74,17:23:28,Banco A,Banco D,pessoal
2024-07-15,418.64,17:40:03,Banco B,Banco E,empresarial
2024-07-15,634.98,17:50:20,Banco C,Banco D,empresarial
2024-07-15,131.96,22:29:26,Banco C,Banco E,empresarial
2024-07-15,176.28,23:09:55,Banco C,Banco E,pessoal
2024-07-15,195.36,23:19:33,Banco B,Banco D,empresarial
2024-07-15,14.87,23:50:56,Banco E,Banco A,empresarial
2024-07-16,575.65,00:04:24,Banco B,Banco C,empresarial
2024-07-16,1095.59,04:29:55,Banco D,Banco A,pessoal
2024-07-16,828.22,04:30:36,Banco D,Banco C,pessoal
2024-07-16,787.83,05:44:32,Banco B,Banco E,pessoal
2024-07-16,938.39,09:20:04,Banco B,Banco A,empresarial
2024-07-16,9.1,09:59:45,Banco A,Banco E,pessoal
2024-07-16,699.59,10:08:11,Banco D,Banco C,empresarial
2024-07-16,2362.34,10:38:08,Banco B,Banco E,pessoal
2024-07-16,545.41,13:49:20,Banco E,Banco C,empresarial
2024-07-16,909.21,13:50:39,Banco E,Banco D,pessoal
2024-07-16,385.29,15:51:00,Banco D,Banco A,pessoal
2024-07-16,474.37,16:14:08,Banco A,Banco E,empresarial
2024-07-16,769.55,16:36:01,Banco C,Banco B,pessoal
2024-07-16,2025.93,16:45:28,Banco B,Banco A,pessoal
2024-07-16,695.9,16:51:21,Banco C,Banco E,pessoal
2024-07-16,357.66,17:27:35,Banco A,Banco D,pessoal
2024-07-16,19.76,17:38:28,Banco A,Banco E,empresarial
2024-07-16,1579.62,17:39:17,Banco A,Banco D,empresarial
2024-07-16,566.0,17:43:04,Banco A,Banco D,empresarial
2024-07-16,1648.7,17:44:25,Banco B,Banco E,empresarial
2024-07-17,103.05,02:33:52,Banco C,Banco D,empresarial
2024-07-17,712.71,07:07:38,Banco E,Banco C,pessoal
2024-07-17,191.75,08:48:54,Banco C,Banco D,empresarial
2024-07-17,1080.26,08:57:26,Banco D,Banco E,pessoal
2024-07-17,63.82,10:05:31,Banco D,Banco C,empresarial
2024-07-17,257.52,10:10:21,Banco B,Banco C,empresarial
2024-07-17,450.09,10:12:25,Banco C,Banco B,empresarial
2024-07-17,217.34,10:30:23,Banco C,Banco E,empresarial
2024-07-17,42.5,11:13:14,Banco B,Banco D,empresarial
2024-07-17,176.88,12:10:05,Banco E,Banco C,empresarial
2024-07-17,58.98,15:10:57,Banco D,Banco A,empresarial
2024-07-17,29.19,16:17:12,Banco C,Banco A,empresarial
2024-07-17,419.43,16:21:48,Banco A,Banco C,pessoal
2024-07-17,79.96,16:40:55,Banco B,Banco D,pessoal
2024-07-17,1358.24,16:59:54,Banco B,Banco E,pessoal
2024-07-17,594.66,17:16:37,Banco A,Banco E,pessoal
2024-07-17,373.12,19:15:43,Banco C,Banco B,empresarial
2024-07-17,732.25,22:40:47,Banco C,Banco B,empresarial
2024-07-18,1569.83,00:38:33,Banco C,Banco D,empresarial
2024-07-18,747.86,02:25:35,Banco A,Banco C,pessoal
2024-07-18,765.4,04:53:47,Banco D,Banco A,empresarial
2024-07-18,564.11,08:38:19,Banco D,Banco C,pessoal
2024-07-18,99.56,09:01:41,Banco B,Banco A,empresarial
2024-07-18,440.95,09:17:49,Banco A,Banco E,pessoal
2024-07-18,565.52,09:31:23,Banco C,Banco A,empresarial
2024-07-18,496.29,10:04:36,Banco A,Banco D,empresarial
2024-07-18,51.34,10:12:18,Banco B,Banco A,empresarial
2024-07-18,11.02,10:46:22,Banco C,Banco A,empresarial
2024-07-18,745.93,10:47:29,Banco C,Banco A,empresarial
2024-07-18,624.58,14:51:43,Banco C,Banco E,pessoal
2024-07-18,991.75,15:48:38,Banco B,Banco D,pessoal
2024-07-18,142.28,16:02:31,Banco B,Banco D,empresarial
2024-07-18,163.17,16:46:49,Banco E,Banco D,pessoal
2024-07-18,30.92,17:01:55,Banco C,Banco B,pessoal
2024-07-18,461.83,17:04:24,Banco E,Banco B,empresarial
2024-07-18,106.88,17:22:32,Banco B,Banco C,empresarial
2024-07-18,670.07,17:28:44,Banco A,Banco E,empresarial
2024-07-18,1654.95,17:50:25,Banco C,Banco E,empresarial
2024-07-18,796.99,19:49:19,Banco C,Banco B,pessoal
2024-07-18,1430.36,22:46:31,Banco B,Banco C,pessoal
2024-07-19,173.67,00:14:48,Banco E,Banco B,pessoal
2024-07-19,271.24,01:08:42,Banco D,Banco B,pessoal
2024-07-19,81.62,02:51:31,Banco A,Banco C,empresarial
2024-07-19,438.19,04:47:44,Banco B,Banco D,pessoal
2024-07-19,380.59,04:52:36,Banco A,Banco C,pessoal
2024-07-19,1875.49,08:53:15,Banco E,Banco B,pessoal
2024-07-19,419.11,09:20:52,Banco C,Banco D,empresarial
2024-07-19,485.45,09:55:23,Banco D,Banco B,empresarial
2024-07-19,57.27,10:18:13,Banco A,Banco D,pessoal
2024-07-19,3.1,10:18:18,Banco B,Banco C,empresarial
2024-07-19,17.11,10:27:54,Banco E,Banco A,pessoal
2024-07-19,687.74,10:47:21,Banco E,Banco A,empresarial
2024-07-19,9.19,10:57:11,Banco D,Banco B,empresarial
2024-07-19,155.29,11:59:42,Banco A,Banco D,empresarial
2024-07-19,2067.99,12:58:46,Banco D,Banco A,pessoal
2024-07-19,225.36,16:12:01,Banco D,Banco E,empresarial
2024-07-19,10.61,16:36:39,Banco A,Banco C,empresarial
2024-07-19,588.44,16:49:45,Banco B,Banco D,empresarial
2024-07-19,726.46,17:34:01,Banco A,Banco B,empresarial
2024-07-19,452.79,17:36:46,Banco D,Banco A,empresarial
2024-07-19,302.62,17:48:29,Banco C,Banco E,empresarial
2024-07-19,55.67,18:18:11,Banco E,Banco B,pessoal
2024-07-19,925.63,19:54:31,Banco C,Banco D,empresarial
2024-07-19,982.09,21:27:29,Banco D,Banco B,empresarial
2024-07-19,89.45,22:33:23,Banco D,Banco A,empresarial
2024-07-20,1265.66,00:04:44,Banco D,Banco A,pessoal
2024-07-20,169.78,00:26:19,Banco D,Banco B,empresarial
2024-07-20,435.43,01:06:45,Banco D,Banco E,pessoal
2024-07-20,211.25,03:36:03,Banco E,Banco A,pessoal
2024-07-20,479.5,05:25:08,Banco B,Banco C,pessoal
2024-07-20,407.96,09:15:00,Banco A,Banco B,pessoal
2024-07-20,238.98,09:18:45,Banco A,Banco B,pessoal
2024-07-20,258.14,09:28:53,Banco A,Banco D,pessoal
2024-07-20,1100.72,09:49:19,Banco D,Banco B,pessoal
2024-07-20,905.3,09:55:02,Banco A,Banco E,pessoal
2024-07-20,774.64,10:09:09,Banco B,Banco A,empresarial
2024-07-20,1311.31,10:38:10,Banco A,Banco D,empresarial
2024-07-20,306.17,10:59:15,Banco C,Banco E,pessoal
2024-07-20,629.13,11:54:16,Banco E,Banco A,pessoal
2024-07-20,1126.08,13:30:47,Banco D,Banco A,empresarial
2024-07-20,381.36,13:47:16,Banco C,Banco B,empresarial
2024-07-20,446.29,13:52:47,Banco A,Banco E,pessoal
2024-07-20,425.54,15:55:58,Banco C,Banco B,pessoal
2024-07-20,1109.66,16:05:15,Banco D,Banco A,pessoal
2024-07-20,415.02,16:38:21,Banco B,Banco D,pessoal
2024-07-20,275.1,16:48:21,Banco A,Banco D,empresarial
2024-07-20,49.54,17:28:28,Banco E,Banco A,pessoal
2024-07-20,518.98,17:34:42,Banco C,Banco A,pessoal
2024-07-20,214.52,17:42:28,Banco A,Banco D,pessoal
2024-07-20,301.02,17:45:39,Banco C,Banco B,pessoal
2024-07-20,44.13,17:52:34,Banco B,Banco D,pessoal
2024-07-20,617.68,20:55:13,Banco A,Banco B,pessoal
2024-07-20,199.56,21:13:16,Banco E,Banco C,empresarial
2024-07-20,830.54,21:15:34,Banco C,Banco A,empresarial
2024-07-20,147.23,21:16:35,Banco E,Banco C,empresarial
2024-07-20,14.14,22:09:01,Banco E,Banco A,empresarial
2024-07-20,828.99,22:35:45,Banco A,Banco C,empresarial
2024-07-20,6.44,22:45:49,Banco A,Banco B,pessoal
2024-07-21,44.84,00:44:49,Banco B,Banco A,pessoal
2024-07-21,156.61,02:05:42,Banco E,Banco C,empresarial
2024-07-21,1303.15,06:56:38,Banco C,Banco E,pessoal
2024-07-21,0.7,07:58:08,Banco A,Banco B,pessoal
2024-07-21,342.05,07:58:21,Banco A,Banco D,pessoal
2024-07-21,254.9,09:07:43,Banco E,Banco A,empresarial
2024-07-21,185.71,09:31:02,Banco D,Banco E,empresarial
2024-07-21,417.35,09:44:05,Banco C,Banco E,pessoal
2024-07-21,126.31,09:58:11,Banco B,Banco A,empresarial
2024-07-21,30.97,10:15:50,Banco C,Banco B,pessoal
2024-07-21,49.85,10:46:30,Banco E,Banco A,pessoal
2024-07-21,404.27,10:51:31,Banco E,Banco D,pessoal
2024-07-21,290.58,10:58:48,Banco D,Banco E,empresarial
2024-07-21,356.82,10:59:01,Banco C,Banco B,pessoal
2024-07-21,21.61,11:41:40,Banco B,Banco A,empresarial
2024-07-21,480.49,12:17:10,Banco C,Banco A,empresarial
2024-07-21,740.1,14:26:41,Banco B,Banco A,empresarial
2024-07-21,278.68,14:29:55,Banco B,Banco D,pessoal
2024-07-21,240.66,15:20:50,Banco B,Banco D,pessoal
2024-07-21,695.12,15:48:09,Banco E,Banco B,pessoal
2024-07-21,257.18,17:23:10,Banco B,Banco C,empresarial
2024-07-21,1459.53,17:48:14,Banco E,Banco C,pessoal
2024-07-21,205.4,18:27:37,Banco E,Banco D,empresarial
2024-07-21,2071.38,22:16:12,Banco A,Banco D,empresarial
2024-07-21,214.9,22:32:48,Banco B,Banco C,empresarial
2024-07-22,356.37,00:15:05,Banco D,Banco C,pessoal
2024-07-22,311.98,00:56:12,Banco E,Banco B,pessoal
2024-07-22,400.54,07:37:45,Banco D,Banco C,pessoal
2024-07-22,459.33,08:31:14,Banco C,Banco D,pessoal
2024-07-22,167.87,09:21:06,Banco B,Banco E,pessoal
2024-07-22,257.46,09:30:48,Banco B,Banco E,empresarial
2024-07-22,105.52,09:43:37,Banco B,Banco A,empresarial
2024-07-22,321.83,09:55:43,Banco D,Banco C,pessoal
2024-07-22,454.88,10:06:20,Banco E,Banco A,pessoal
2024-07-22,13.79,10:06:27,Banco B,Banco A,empresarial
2024-07-22,1627.3,10:16:37,Banco B,Banco C,empresarial
2024-07-22,142.77,10:19:55,Banco C,Banco D,empresarial
2024-07-22,400.93,10:22:17,Banco D,Banco C,pessoal
2024-07-22,80.97,10:26:20,Banco A,Banco B,pessoal
2024-07-22,120.37,11:17:48,Banco C,Banco B,empresarial
2024-07-22,713.06,13:25:01,Banco B,Banco D,empresarial
2024-07-22,103.39,16:01:53,Banco C,Banco E,empresarial
2024-07-22,200.35,16:05:22,Banco C,Banco E,pessoal
2024-07-22,868.45,16:38:41,Banco B,Banco D,empresarial
2024-07-22,415.78,16:48:22,Banco D,Banco A,pessoal
2024-07-22,36.59,16:56:00,Banco E,Banco C,empresarial
2024-07-22,923.15,17:23:53,Banco B,Banco A,pessoal
2024-07-22,401.76,17:26:58,Banco A,Banco C,pessoal
2024-07-22,553.39,17:31:28,Banco A,Banco C,pessoal
2024-07-22,231.86,17:50:20,Banco C,Banco E,empresarial
2024-07-22,662.88,18:19:47,Banco E,Banco D,pessoal
2024-07-23,116.11,00:48:39,Banco B,Banco D,pessoal
2024-07-23,1009.73,04:37:23,Banco B,Banco E,empresarial
2024-07-23,1714.39,04:59:47,Banco D,Banco B,pessoal
2024-07-23,440.05,05:14:15,Banco B,Banco A,pessoal
2024-07-23,1563.68,07:11:35,Banco B,Banco E,pessoal
2024-07-23,5.63,08:08:48,Banco A,Banco B,empresarial
2024-07-23,623.86,09:11:07,Banco D,Banco B,pessoal
2024-07-23,305.85,09:22:32,Banco E,Banco C,pessoal
2024-07-23,1268.94,09:44:21,Banco E,Banco C,empresarial
2024-07-23,89.49,10:30:08,Banco B,Banco C,pessoal
2024-07-23,67.55,10:38:58,Banco D,Banco E,pessoal
2024-07-23,583.97,10:46:57,Banco C,Banco A,pessoal
2024-07-23,637.15,10:54:37,Banco A,Banco E,empresarial
2024-07-23,688.06,16:43:25,Banco D,Banco B,empresarial
2024-07-23,129.57,17:14:30,Banco A,Banco C,pessoal
2024-07-23,864.81,17:14:42,Banco B,Banco E,empresarial
2024-07-23,452.54,17:30:15,Banco E,Banco D,empresarial
2024-07-23,390.31,17:34:46,Banco D,Banco E,empresarial
2024-07-23,66.98,17:44:51,Banco B,Banco E,empresarial
2024-07-24,28.47,03:23:06,Banco A,Banco E,empresarial
2024-07-24,900.45,03:33:01,Banco D,Banco C,pessoal
