valor_transacao,data,hora,tipo_transacao,origem,destino
"R$ 23,029.50",out_2023,1,empresarial,Rio Branco,Boa Vista
"R$ 48,830.75",jul_2023,12,empresarial,Porto Velho,Rio de Janeiro
"R$ 3,623.74",set_2023,1,empresarial,Natal,Salvador
"R$ 12,153.15",jan_2023,18,pessoal,Palmas,Porto Alegre
"R$ 80,105.65",dez_2023,21,empresarial,Maceió,João Pessoa
"R$ 5,655.96",jul_2023,21,pessoal,Fortaleza,Cuiabá
"R$ 1,247.86",jan_2023,22,empresarial,São Luís,Porto Alegre
"R$ 8,354.39",fev_2023,4,pessoal,Aracaju,Porto Velho
"R$ 17,001.94",out_2023,4,empresarial,Natal,Manaus
"R$ 13,945.73",abr_2023,2,pessoal,Manaus,Campo Grande
"R$ 77,100.87",dez_2023,23,empresarial,Porto Velho,Natal
"R$ 14,210.08",mar_2023,5,pessoal,Palmas,Porto Alegre
"R$ 16,125.96",ago_2023,7,empresarial,Maceió,Aracaju
"R$ 17,889.13",jan_2023,23,pessoal,Maceió,Recife
"R$ 36,523.67",ago_2023,19,empresarial,São Luís,Rio Branco
"R$ 95,034.08",jul_2023,16,empresarial,Natal,Campo Grande
"R$ 13,045.53",mar_2023,11,empresarial,Maceió,Belém
"R$ 62,641.97",set_2023,15,empresarial,Maceió,Rio de Janeiro
"R$ 90,696.71",jul_2023,7,empresarial,Macapá,João Pessoa
"R$ 9,556.68",nov_2023,6,pessoal,Porto Alegre,Brasília
"R$ 31,749.47",set_2023,8,empresarial,João Pessoa,Vitória
"R$ 6,356.77",jun_2023,11,pessoal,Belém,Salvador
"R$ 4,383.21",out_2023,8,pessoal,Boa Vista,Manaus
"R$ 27,136.44",abr_2023,0,empresarial,Florianópolis,Belo Horizonte
"R$ 83,935.95",dez_2023,11,empresarial,Maceió,São Luís
"R$ 38,181.14",jan_2023,16,empresarial,Aracaju,Rio Branco
"R$ 76,402.33",abr_2023,16,empresarial,Maceió,Manaus
"R$ 14,603.05",fev_2023,2,pessoal,Teresina,Rio Branco
"R$ 89,843.78",set_2023,3,empresarial,Aracaju,Manaus
"R$ 9,423.62",jun_2023,5,pessoal,Aracaju,Salvador
"R$ 12,550.55",jun_2023,13,pessoal,Palmas,Fortaleza
"R$ 64,121.38",dez_2023,6,empresarial,Belo Horizonte,Fortaleza
"R$ 12,270.21",fev_2023,19,pessoal,Salvador,Aracaju
"R$ 25,744.25",mar_2023,13,empresarial,Boa Vista,São Luís
"R$ 92,131.69",dez_2023,6,empresarial,Belém,Boa Vista
"R$ 77,741.16",ago_2023,23,empresarial,Salvador,Macapá
"R$ 95,224.70",jun_2023,18,empresarial,Rio Branco,Teresina
"R$ 13,394.93",mar_2023,16,pessoal,Boa Vista,Macapá
"R$ 28,663.58",abr_2023,17,empresarial,Boa Vista,Natal
"R$ 17,605.33",jun_2023,16,empresarial,Porto Velho,Recife
"R$ 55,936.11",mar_2023,14,empresarial,Teresina,Rio de Janeiro
"R$ 8,509.54",jun_2023,8,pessoal,Belo Horizonte,Boa Vista
"R$ 5,533.19",fev_2023,18,pessoal,Rio de Janeiro,Florianópolis
"R$ 19,961.03",mar_2023,3,pessoal,Teresina,Florianópolis
"R$ 56,379.11",jan_2023,23,empresarial,Vitória,Curitiba
"R$ 96,989.08",jun_2023,9,empresarial,São Paulo,Rio de Janeiro
"R$ 60,626.05",mar_2023,6,empresarial,Aracaju,Belém
"R$ 18,628.15",fev_2023,13,pessoal,Vitória,Aracaju
"R$ 92,641.57",abr_2023,13,empresarial,Macapá,Salvador
"R$ 40,320.29",mai_2023,1,empresarial,Curitiba,Recife
"R$ 45,523.54",fev_2023,3,empresarial,Curitiba,São Luís
"R$ 9,078.83",ago_2023,4,pessoal,São Luís,Teresina
"R$ 25,193.54",abr_2023,17,empresarial,Cuiabá,Porto Velho
"R$ 79,766.91",jul_2023,16,empresarial,Curitiba,Boa Vista
"R$ 7,505.67",jul_2023,10,pessoal,Belo Horizonte,Teresina
"R$ 15,519.23",mai_2023,3,pessoal,Boa Vista,Teresina
"R$ 11,096.23",dez_2023,9,pessoal,São Luís,Florianópolis
"R$ 19,317.11",out_2023,17,pessoal,Rio de Janeiro,Boa Vista
"R$ 3,341.60",set_2023,7,pessoal,Goiânia,Porto Velho
"R$ 34,423.42",out_2023,20,empresarial,Palmas,Vitória
"R$ 17,746.59",mar_2023,11,pessoal,Aracaju,Palmas
"R$ 8,673.45",out_2023,16,pessoal,Boa Vista,Aracaju
"R$ 16,958.55",set_2023,21,pessoal,Cuiabá,Brasília
"R$ 59,527.50",abr_2023,19,empresarial,Goiânia,Vitória
"R$ 33,176.22",fev_2023,2,empresarial,Aracaju,Teresina
"R$ 15,787.28",set_2023,18,pessoal,Porto Alegre,Fortaleza
"R$ 85,195.91",ago_2023,18,empresarial,Fortaleza,Teresina
"R$ 41,406.08",jul_2023,2,empresarial,Rio de Janeiro,Fortaleza
"R$ 1,214.98",set_2023,23,empresarial,Rio de Janeiro,Belém
"R$ 73,233.81",abr_2023,23,empresarial,Brasília,Porto Alegre
"R$ 71,036.20",abr_2023,18,empresarial,Florianópolis,Teresina
"R$ 13,573.72",set_2023,4,empresarial,Florianópolis,Macapá
"R$ 92,550.95",nov_2023,5,empresarial,Rio de Janeiro,Belo Horizonte
"R$ 6,366.70",dez_2023,7,pessoal,Campo Grande,Salvador
"R$ 68,827.62",ago_2023,10,empresarial,Porto Alegre,Goiânia
"R$ 56,970.86",mar_2023,13,empresarial,Campo Grande,Boa Vista
"R$ 12,710.35",mar_2023,13,pessoal,Porto Velho,Porto Alegre
"R$ 89,948.44",ago_2023,13,empresarial,Manaus,Aracaju
"R$ 18,481.32",out_2023,19,pessoal,Aracaju,São Luís
"R$ 3,514.81",jul_2023,21,pessoal,Rio Branco,Salvador
"R$ 14,990.53",set_2023,20,empresarial,Brasília,Porto Alegre
"R$ 19,063.86",set_2023,2,pessoal,Palmas,São Luís
"R$ 63,600.15",set_2023,21,empresarial,Salvador,São Luís
"R$ 1,876.64",mar_2023,0,pessoal,Goiânia,Macapá
"R$ 93,103.39",nov_2023,13,empresarial,Belém,Campo Grande
"R$ 8,633.02",jan_2023,22,pessoal,Campo Grande,Palmas
"R$ 11,806.31",fev_2023,1,pessoal,São Luís,Aracaju
"R$ 11,045.42",dez_2023,9,empresarial,São Paulo,Maceió
"R$ 28,964.75",set_2023,0,empresarial,Manaus,São Luís
"R$ 14,923.66",nov_2023,9,pessoal,Vitória,Maceió
"R$ 70,914.38",nov_2023,1,empresarial,Rio Branco,São Paulo
"R$ 12,757.29",ago_2023,18,pessoal,Fortaleza,Belo Horizonte
"R$ 2,937.82",dez_2023,14,pessoal,Macapá,São Paulo
"R$ 10,208.33",fev_2023,12,pessoal,Campo Grande,Vitória
"R$ 3,196.58",jun_2023,4,pessoal,Salvador,Belém
"R$ 8,746.02",set_2023,14,pessoal,Macapá,São Paulo
"R$ 95,719.71",ago_2023,22,empresarial,Florianópolis,Goiânia
"R$ 19,505.18",set_2023,0,pessoal,Maceió,Goiânia
"R$ 15,673.35",set_2023,14,pessoal,Fortaleza,Campo Grande
"R$ 4,326.23",out_2023,23,pessoal,Campo Grande,São Luís
"R$ 15,745.64",jun_2023,3,pessoal,Fortaleza,Porto Alegre
"R$ 15,416.25",set_2023,9,pessoal,Salvador,Porto Velho
"R$ 10,878.37",mar_2023,21,empresarial,Salvador,Teresina
"R$ 14,921.73",dez_2023,11,pessoal,Natal,Teresina
"R$ 83,733.99",nov_2023,19,empresarial,Cuiabá,Rio Branco
"R$ 3,979.99",fev_2023,4,pessoal,Manaus,Recife
"R$ 7,878.12",jul_2023,10,pessoal,João Pessoa,Belo Horizonte
"R$ 65,454.35",fev_2023,3,empresarial,Rio de Janeiro,Brasília
R$ 332.74,mai_2023,7,pessoal,Maceió,Porto Velho
"R$ 2,695.98",set_2023,17,pessoal,Porto Velho,Aracaju
"R$ 12,213.83",mai_2023,15,pessoal,Natal,Belo Horizonte
"R$ 1,170.33",fev_2023,13,pessoal,Cuiabá,Porto Velho
"R$ 44,921.06",jun_2023,14,empresarial,Florianópolis,Vitória
"R$ 4,203.14",jan_2023,8,empresarial,Manaus,Florianópolis
"R$ 3,922.24",dez_2023,0,pessoal,Macapá,Vitória
"R$ 4,558.68",mai_2023,10,pessoal,Salvador,São Paulo
"R$ 11,836.79",jan_2023,4,pessoal,Belo Horizonte,Palmas
"R$ 32,155.93",nov_2023,21,empresarial,São Luís,Rio de Janeiro
"R$ 98,111.49",ago_2023,5,empresarial,Palmas,Boa Vista
"R$ 14,161.26",fev_2023,18,pessoal,Rio de Janeiro,São Luís
"R$ 10,452.95",jun_2023,21,pessoal,Vitória,Florianópolis
"R$ 3,749.17",out_2023,18,pessoal,Belo Horizonte,Recife
"R$ 19,247.43",ago_2023,6,pessoal,São Paulo,Macapá
"R$ 12,537.68",jul_2023,1,empresarial,Belo Horizonte,Belém
"R$ 54,864.54",fev_2023,6,empresarial,Palmas,Manaus
"R$ 6,240.63",abr_2023,4,empresarial,Vitória,Curitiba
"R$ 16,485.72",set_2023,5,pessoal,Natal,Brasília
"R$ 2,714.98",jan_2023,3,pessoal,Vitória,Rio Branco
"R$ 80,609.96",mai_2023,3,empresarial,Rio de Janeiro,Aracaju
"R$ 12,969.70",jan_2023,18,pessoal,Campo Grande,Florianópolis
"R$ 10,168.70",set_2023,1,pessoal,Teresina,Rio Branco
"R$ 12,318.69",jan_2023,20,pessoal,Rio de Janeiro,Florianópolis
"R$ 1,643.80",fev_2023,0,pessoal,Fortaleza,Rio Branco
"R$ 15,197.59",nov_2023,8,pessoal,Vitória,Palmas
"R$ 9,703.88",jan_2023,5,pessoal,Fortaleza,João Pessoa
"R$ 41,727.46",ago_2023,22,empresarial,Recife,Fortaleza
R$ 94.63,dez_2023,11,pessoal,Belém,Florianópolis
"R$ 10,248.38",mar_2023,15,pessoal,Florianópolis,Manaus
"R$ 9,395.38",jun_2023,9,empresarial,Salvador,Palmas
"R$ 8,714.34",fev_2023,18,pessoal,Brasília,Recife
"R$ 7,562.76",jun_2023,10,pessoal,Curitiba,São Luís
"R$ 18,396.18",set_2023,11,pessoal,Recife,Goiânia
"R$ 8,478.35",set_2023,18,pessoal,Vitória,Belém
"R$ 66,876.41",mar_2023,4,empresarial,Maceió,Porto Alegre
"R$ 76,581.03",jul_2023,3,empresarial,Maceió,São Luís
"R$ 8,441.26",dez_2023,20,pessoal,João Pessoa,São Luís
"R$ 2,628.29",mai_2023,9,empresarial,Fortaleza,Cuiabá
"R$ 15,269.31",jan_2023,4,empresarial,Vitória,Rio Branco
"R$ 19,698.84",dez_2023,17,pessoal,Palmas,Recife
"R$ 93,662.28",dez_2023,15,empresarial,Palmas,Campo Grande
"R$ 6,471.56",mai_2023,19,pessoal,Porto Alegre,Maceió
"R$ 5,971.49",nov_2023,15,pessoal,Fortaleza,Boa Vista
"R$ 4,165.70",ago_2023,19,pessoal,Aracaju,Curitiba
"R$ 23,817.75",set_2023,3,empresarial,Manaus,Goiânia
"R$ 19,539.19",abr_2023,2,pessoal,Porto Alegre,Salvador
"R$ 2,508.46",jan_2023,5,pessoal,Fortaleza,Brasília
"R$ 5,540.50",fev_2023,2,empresarial,Rio de Janeiro,Rio Branco
R$ 92.67,jan_2023,20,pessoal,Florianópolis,Boa Vista
"R$ 27,791.58",jul_2023,11,empresarial,Belo Horizonte,Salvador
"R$ 16,090.76",out_2023,7,pessoal,Macapá,Porto Velho
"R$ 92,855.54",dez_2023,15,empresarial,Salvador,São Paulo
"R$ 58,243.01",abr_2023,3,empresarial,Belém,Fortaleza
"R$ 11,854.12",set_2023,4,pessoal,Porto Velho,Salvador
"R$ 50,102.77",mai_2023,13,empresarial,Fortaleza,São Paulo
"R$ 9,142.30",nov_2023,14,pessoal,Recife,Campo Grande
"R$ 20,966.87",abr_2023,21,empresarial,Aracaju,Curitiba
"R$ 5,070.62",fev_2023,6,pessoal,Rio de Janeiro,São Paulo
"R$ 9,304.73",nov_2023,0,pessoal,João Pessoa,Rio de Janeiro
"R$ 16,873.37",nov_2023,19,pessoal,Salvador,Teresina
"R$ 44,160.76",jan_2023,7,empresarial,Porto Velho,Goiânia
"R$ 41,395.56",jan_2023,21,empresarial,Campo Grande,Porto Velho
"R$ 95,541.13",set_2023,3,empresarial,Vitória,Natal
"R$ 15,710.08",dez_2023,9,pessoal,Recife,João Pessoa
"R$ 76,567.05",set_2023,6,empresarial,Vitória,Boa Vista
"R$ 12,338.15",jan_2023,4,pessoal,Goiânia,Recife
"R$ 94,234.09",out_2023,18,empresarial,Salvador,Rio de Janeiro
"R$ 29,571.90",mar_2023,21,empresarial,Belo Horizonte,Maceió
"R$ 19,159.83",jul_2023,8,pessoal,Teresina,João Pessoa
"R$ 15,640.14",fev_2023,21,pessoal,Recife,Rio Branco
"R$ 21,068.75",nov_2023,3,empresarial,Aracaju,Maceió
"R$ 5,514.00",fev_2023,17,pessoal,Curitiba,Boa Vista
"R$ 82,534.24",out_2023,13,empresarial,Vitória,São Luís
"R$ 15,193.88",abr_2023,15,pessoal,São Luís,Vitória
"R$ 16,428.27",abr_2023,13,pessoal,Florianópolis,Goiânia
"R$ 22,088.35",fev_2023,6,empresarial,Rio de Janeiro,São Luís
"R$ 86,004.71",nov_2023,22,empresarial,Cuiabá,Natal
R$ 44.54,ago_2023,8,pessoal,São Luís,Rio Branco
"R$ 1,169.58",nov_2023,5,pessoal,Porto Alegre,Rio Branco
"R$ 5,159.35",abr_2023,11,empresarial,São Paulo,Vitória
"R$ 5,933.38",out_2023,1,pessoal,Goiânia,Fortaleza
"R$ 9,208.21",dez_2023,8,pessoal,Porto Alegre,Teresina
"R$ 11,289.40",jan_2023,19,pessoal,Porto Velho,Aracaju
"R$ 6,703.37",jan_2023,1,pessoal,Fortaleza,Teresina
"R$ 17,684.55",abr_2023,9,pessoal,Boa Vista,Rio Branco
"R$ 63,033.18",dez_2023,12,empresarial,Porto Alegre,Salvador
"R$ 3,779.60",out_2023,4,pessoal,Porto Alegre,Belo Horizonte
"R$ 2,111.48",set_2023,0,pessoal,Florianópolis,Porto Velho
"R$ 14,055.42",dez_2023,16,pessoal,Aracaju,Macapá
"R$ 1,217.31",jul_2023,13,pessoal,Palmas,Vitória
"R$ 5,434.54",mai_2023,14,pessoal,Manaus,Palmas
"R$ 89,764.26",nov_2023,19,empresarial,Porto Velho,Rio Branco
"R$ 29,294.66",dez_2023,21,empresarial,Porto Alegre,Manaus
"R$ 18,543.15",fev_2023,5,pessoal,Recife,Teresina
"R$ 38,495.08",nov_2023,12,empresarial,São Luís,Salvador
"R$ 92,585.20",jan_2023,1,empresarial,Boa Vista,São Luís
"R$ 5,502.98",out_2023,23,pessoal,Macapá,Florianópolis
"R$ 5,665.10",set_2023,3,pessoal,Maceió,Goiânia
"R$ 96,504.08",set_2023,14,empresarial,Palmas,Natal
"R$ 3,421.75",jul_2023,13,pessoal,São Paulo,Maceió
"R$ 26,717.94",jul_2023,1,empresarial,Salvador,Campo Grande
"R$ 58,768.03",mai_2023,16,empresarial,Campo Grande,Aracaju
"R$ 16,150.57",jan_2023,10,pessoal,Porto Velho,Belém
"R$ 10,706.78",abr_2023,17,empresarial,Porto Velho,Manaus
"R$ 17,757.46",mai_2023,0,pessoal,Belo Horizonte,Cuiabá
"R$ 11,730.49",jan_2023,11,empresarial,Manaus,Macapá
"R$ 75,767.17",nov_2023,17,empresarial,Recife,Florianópolis
"R$ 18,400.97",abr_2023,8,pessoal,Recife,São Paulo
"R$ 9,309.57",abr_2023,23,pessoal,Maceió,Belém
"R$ 3,646.24",jul_2023,19,pessoal,Palmas,Natal
"R$ 31,720.82",ago_2023,14,empresarial,Belém,Natal
"R$ 18,018.73",jun_2023,13,empresarial,Goiânia,São Luís
"R$ 13,329.22",dez_2023,9,pessoal,Rio de Janeiro,Natal
"R$ 13,468.48",dez_2023,3,pessoal,Belo Horizonte,Fortaleza
"R$ 3,460.78",mar_2023,19,pessoal,Porto Alegre,Rio de Janeiro
"R$ 99,547.48",jul_2023,2,empresarial,São Luís,Maceió
"R$ 11,483.84",jan_2023,17,pessoal,Cuiabá,Macapá
"R$ 19,900.62",jun_2023,5,pessoal,Manaus,Porto Alegre
"R$ 12,208.75",nov_2023,4,pessoal,Porto Alegre,Boa Vista
"R$ 61,348.60",mai_2023,0,empresarial,Teresina,Brasília
"R$ 9,402.77",abr_2023,12,pessoal,Curitiba,Recife
"R$ 7,947.81",fev_2023,10,pessoal,Florianópolis,Manaus
R$ 671.02,set_2023,23,pessoal,Salvador,São Paulo
"R$ 4,554.38",out_2023,16,pessoal,Palmas,Brasília
"R$ 18,116.15",abr_2023,2,pessoal,Maceió,Florianópolis
"R$ 9,642.90",nov_2023,1,empresarial,Maceió,Vitória
"R$ 67,452.32",jul_2023,4,empresarial,Campo Grande,Belo Horizonte
"R$ 17,002.70",jan_2023,19,pessoal,João Pessoa,Brasília
"R$ 9,712.67",set_2023,21,pessoal,Belo Horizonte,São Luís
"R$ 95,498.64",mai_2023,18,empresarial,Salvador,Campo Grande
"R$ 4,475.13",jun_2023,21,pessoal,Fortaleza,São Luís
"R$ 21,478.42",mar_2023,11,empresarial,Fortaleza,Curitiba
"R$ 18,611.35",jun_2023,5,pessoal,Brasília,Boa Vista
"R$ 35,479.10",jun_2023,4,empresarial,Boa Vista,São Paulo
"R$ 2,503.73",ago_2023,2,pessoal,São Paulo,Rio Branco
"R$ 58,993.53",jun_2023,20,empresarial,João Pessoa,Teresina
"R$ 88,353.65",jan_2023,23,empresarial,Boa Vista,Porto Velho
"R$ 44,781.43",mai_2023,2,empresarial,Vitória,Campo Grande
"R$ 15,818.67",nov_2023,5,pessoal,Curitiba,Belém
"R$ 41,539.82",ago_2023,17,empresarial,Manaus,Porto Velho
"R$ 49,298.46",jul_2023,20,empresarial,Fortaleza,Recife
"R$ 41,123.97",jun_2023,20,empresarial,Palmas,Salvador
"R$ 86,026.14",jul_2023,3,empresarial,Belo Horizonte,Curitiba
"R$ 18,737.49",jan_2023,4,empresarial,Natal,São Luís
"R$ 6,025.74",set_2023,20,pessoal,Palmas,Salvador
"R$ 23,663.48",abr_2023,20,empresarial,Vitória,João Pessoa
"R$ 7,169.90",abr_2023,20,pessoal,São Luís,Florianópolis
"R$ 92,732.03",mai_2023,12,empresarial,Porto Alegre,Brasília
"R$ 19,549.73",jul_2023,18,pessoal,Vitória,Recife
"R$ 18,689.88",nov_2023,7,pessoal,Palmas,Aracaju
"R$ 81,879.36",mai_2023,23,empresarial,Manaus,Vitória
"R$ 40,924.68",mar_2023,10,empresarial,Belo Horizonte,Goiânia
"R$ 62,252.99",mar_2023,3,empresarial,Salvador,Fortaleza
"R$ 49,328.09",jan_2023,14,empresarial,Fortaleza,Rio de Janeiro
"R$ 14,974.54",fev_2023,23,pessoal,Brasília,João Pessoa
"R$ 55,687.09",jul_2023,12,empresarial,Fortaleza,Teresina
"R$ 3,208.50",jul_2023,7,pessoal,Teresina,Natal
"R$ 16,006.63",jun_2023,12,pessoal,Recife,Maceió
"R$ 6,201.16",fev_2023,12,pessoal,Salvador,Belém
"R$ 13,165.33",abr_2023,8,pessoal,Vitória,Maceió
"R$ 43,339.65",jun_2023,4,empresarial,Macapá,Florianópolis
"R$ 14,001.00",dez_2023,18,pessoal,Fortaleza,Boa Vista
"R$ 6,691.39",out_2023,18,pessoal,Palmas,Florianópolis
"R$ 98,676.34",jun_2023,11,empresarial,Palmas,Manaus
"R$ 13,720.53",dez_2023,8,empresarial,Rio Branco,Salvador
"R$ 5,204.38",jun_2023,9,pessoal,Florianópolis,Rio Branco
"R$ 89,047.15",fev_2023,12,empresarial,Salvador,Cuiabá
"R$ 18,461.69",nov_2023,13,pessoal,Belém,Macapá
"R$ 10,831.51",fev_2023,15,pessoal,Maceió,Cuiabá
"R$ 80,408.20",abr_2023,20,empresarial,Maceió,São Luís
"R$ 78,486.89",jun_2023,1,empresarial,Belo Horizonte,Macapá
"R$ 37,825.64",jul_2023,21,empresarial,Vitória,Aracaju
"R$ 28,050.31",abr_2023,9,empresarial,Natal,Macapá
"R$ 30,108.76",fev_2023,23,empresarial,Salvador,Cuiabá
"R$ 10,668.94",fev_2023,6,pessoal,Salvador,João Pessoa
"R$ 88,838.66",ago_2023,11,empresarial,Macapá,Fortaleza
"R$ 91,090.60",nov_2023,14,empresarial,Rio Branco,Palmas
"R$ 19,655.12",mai_2023,15,pessoal,Maceió,Fortaleza
"R$ 18,186.52",jul_2023,3,pessoal,Aracaju,São Paulo
"R$ 63,257.55",ago_2023,2,empresarial,Belém,Salvador
"R$ 18,657.65",jan_2023,17,pessoal,Boa Vista,Brasília
"R$ 81,782.77",jul_2023,17,empresarial,Aracaju,São Luís
"R$ 48,195.41",jul_2023,4,empresarial,Brasília,Boa Vista
"R$ 10,058.65",dez_2023,9,pessoal,Rio de Janeiro,Belém
"R$ 11,005.09",nov_2023,4,pessoal,Florianópolis,Boa Vista
R$ 189.25,fev_2023,5,pessoal,Salvador,Belém
R$ 619.09,nov_2023,11,pessoal,Rio Branco,Recife
"R$ 16,658.75",dez_2023,16,pessoal,Florianópolis,Belo Horizonte
"R$ 2,912.26",jan_2023,13,pessoal,Aracaju,Cuiabá
"R$ 10,223.40",set_2023,9,pessoal,Recife,Teresina
"R$ 18,844.48",jun_2023,16,empresarial,Teresina,Vitória
"R$ 2,958.47",dez_2023,17,empresarial,Teresina,Vitória
"R$ 27,555.11",jul_2023,7,empresarial,Cuiabá,São Luís
"R$ 5,356.32",set_2023,8,pessoal,Belo Horizonte,Brasília
"R$ 7,138.45",mar_2023,8,pessoal,Aracaju,Cuiabá
"R$ 16,956.19",out_2023,5,pessoal,Rio Branco,Curitiba
"R$ 45,781.45",fev_2023,7,empresarial,Rio de Janeiro,João Pessoa
"R$ 30,830.08",jun_2023,22,empresarial,Rio de Janeiro,Belém
"R$ 21,271.91",set_2023,6,empresarial,Fortaleza,Campo Grande
"R$ 18,622.06",jul_2023,6,pessoal,Cuiabá,Maceió
"R$ 8,615.58",out_2023,20,pessoal,São Luís,Vitória
"R$ 2,454.27",jan_2023,4,pessoal,Cuiabá,Rio de Janeiro
"R$ 46,087.16",abr_2023,19,empresarial,Aracaju,São Paulo
"R$ 60,890.98",mai_2023,6,empresarial,São Luís,Florianópolis
"R$ 17,421.75",jan_2023,13,pessoal,Vitória,Rio de Janeiro
"R$ 24,728.92",fev_2023,19,empresarial,Aracaju,Boa Vista
"R$ 3,103.55",mar_2023,0,pessoal,Cuiabá,Vitória
"R$ 44,284.81",jan_2023,2,empresarial,São Paulo,Rio de Janeiro
"R$ 18,838.15",jun_2023,19,pessoal,Salvador,São Luís
"R$ 49,951.45",dez_2023,5,empresarial,Manaus,Belém
"R$ 8,991.63",out_2023,8,pessoal,Maceió,Porto Alegre
"R$ 25,410.79",fev_2023,5,empresarial,Salvador,Campo Grande
"R$ 21,699.03",out_2023,11,empresarial,João Pessoa,Rio de Janeiro
"R$ 18,445.61",jun_2023,18,pessoal,Rio de Janeiro,Rio Branco
"R$ 3,162.34",nov_2023,1,pessoal,Belém,Vitória
"R$ 3,279.44",dez_2023,19,pessoal,Salvador,Rio de Janeiro
"R$ 60,570.29",fev_2023,5,empresarial,Rio de Janeiro,Cuiabá
"R$ 4,718.57",abr_2023,16,pessoal,Rio de Janeiro,Manaus
"R$ 16,807.45",jun_2023,0,pessoal,Maceió,Cuiabá
"R$ 84,769.71",dez_2023,23,empresarial,Maceió,Belo Horizonte
R$ 173.49,abr_2023,5,pessoal,Natal,Belém
"R$ 7,868.00",mar_2023,14,empresarial,Porto Velho,Vitória
"R$ 60,759.04",nov_2023,10,empresarial,Maceió,Aracaju
"R$ 24,116.57",fev_2023,5,empresarial,Vitória,São Luís
"R$ 19,938.89",jun_2023,18,pessoal,Palmas,Florianópolis
"R$ 14,714.82",fev_2023,0,pessoal,Rio de Janeiro,Aracaju
"R$ 2,745.30",nov_2023,20,pessoal,Florianópolis,Belo Horizonte
"R$ 11,416.21",dez_2023,13,pessoal,Florianópolis,Macapá
"R$ 19,516.38",jan_2023,21,pessoal,Porto Alegre,Palmas
"R$ 11,443.81",fev_2023,18,pessoal,Porto Velho,Macapá
"R$ 3,417.12",jan_2023,10,pessoal,Macapá,Porto Velho
"R$ 80,529.54",jan_2023,12,empresarial,Palmas,Brasília
"R$ 13,112.22",out_2023,22,pessoal,Rio Branco,Natal
"R$ 43,151.40",out_2023,4,empresarial,Teresina,Vitória
"R$ 38,382.60",dez_2023,11,empresarial,Porto Alegre,Fortaleza
"R$ 5,419.59",mai_2023,19,pessoal,Belém,Porto Alegre
"R$ 31,748.84",ago_2023,5,empresarial,Brasília,Salvador
"R$ 7,814.78",dez_2023,19,pessoal,Rio de Janeiro,São Paulo
"R$ 10,318.53",mar_2023,20,pessoal,São Luís,Cuiabá
"R$ 6,068.35",set_2023,20,pessoal,Florianópolis,Boa Vista
"R$ 55,899.64",jan_2023,23,empresarial,Belém,Manaus
"R$ 43,464.96",fev_2023,1,empresarial,Macapá,Belo Horizonte
"R$ 78,044.38",abr_2023,12,empresarial,Salvador,São Luís
"R$ 12,985.77",jan_2023,13,pessoal,Recife,Porto Velho
"R$ 4,086.77",jun_2023,12,pessoal,Fortaleza,Palmas
"R$ 15,371.55",abr_2023,0,pessoal,Teresina,Brasília
"R$ 16,378.90",mai_2023,3,empresarial,Teresina,Salvador
"R$ 18,593.09",mar_2023,13,pessoal,Florianópolis,Rio Branco
"R$ 11,917.80",set_2023,22,pessoal,Vitória,Aracaju
"R$ 17,133.75",fev_2023,7,pessoal,Porto Alegre,Recife
"R$ 83,223.24",mai_2023,10,empresarial,Cuiabá,Boa Vista
"R$ 61,125.08",out_2023,4,empresarial,Vitória,Boa Vista
"R$ 11,620.44",set_2023,19,pessoal,Recife,Fortaleza
"R$ 12,904.73",nov_2023,11,pessoal,Belo Horizonte,Campo Grande
"R$ 1,349.08",abr_2023,1,pessoal,Cuiabá,Palmas
"R$ 75,692.52",fev_2023,3,empresarial,Rio de Janeiro,Manaus
"R$ 2,365.77",jul_2023,20,pessoal,Cuiabá,Belo Horizonte
"R$ 17,398.00",nov_2023,11,pessoal,Maceió,Boa Vista
"R$ 7,027.41",mar_2023,4,pessoal,Rio de Janeiro,Brasília
"R$ 2,493.52",ago_2023,10,pessoal,São Luís,Palmas
"R$ 10,318.00",out_2023,20,pessoal,Florianópolis,Belo Horizonte
"R$ 20,133.60",ago_2023,11,empresarial,Manaus,Macapá
R$ 201.51,jun_2023,2,pessoal,Natal,Palmas
"R$ 22,535.64",nov_2023,17,empresarial,Rio de Janeiro,Campo Grande
"R$ 12,468.94",jan_2023,9,empresarial,Porto Alegre,Recife
"R$ 84,262.35",ago_2023,4,empresarial,Belo Horizonte,São Luís
"R$ 19,839.52",dez_2023,7,pessoal,Florianópolis,São Luís
"R$ 43,909.65",abr_2023,17,empresarial,Natal,São Luís
"R$ 16,190.76",jan_2023,1,pessoal,Teresina,Goiânia
"R$ 11,521.25",jul_2023,6,pessoal,Palmas,Campo Grande
"R$ 31,676.38",nov_2023,4,empresarial,Vitória,São Paulo
"R$ 7,690.88",mai_2023,13,pessoal,Boa Vista,Florianópolis
"R$ 41,485.30",jun_2023,6,empresarial,Cuiabá,Fortaleza
"R$ 7,892.85",out_2023,12,pessoal,Rio Branco,São Paulo
"R$ 1,273.55",jul_2023,1,pessoal,Porto Alegre,Belo Horizonte
"R$ 8,557.19",abr_2023,4,empresarial,Belo Horizonte,Maceió
"R$ 68,449.09",mai_2023,0,empresarial,Rio de Janeiro,Teresina
"R$ 9,699.58",mai_2023,1,empresarial,São Paulo,Natal
"R$ 1,698.35",abr_2023,1,pessoal,Vitória,Aracaju
